Cuisine,Ingredient,Frequency
Polynesian,vanilla,1
Iraqi,vanilla,1
Pakistani,vanilla,
Scottish,vanilla,46
South African,vanilla,19
Colombian,vanilla,2
Welsh,vanilla,1
Czech,vanilla,10
Filipino,vanilla,7
Cuban,vanilla,5
Belgian,vanilla,9
Costarican,vanilla,1
Guatemalan,vanilla,2
Finnish,vanilla,7
Moroccan,vanilla,4
Iranian Persian,vanilla,2
Turkish,vanilla,3
Portuguese,vanilla,2
Hungarian,vanilla,15
Georgian,vanilla,1
Brazilian,vanilla,6
Nigerian,vanilla,
Ethiopian,vanilla,
Ecuadorean,vanilla,
Peruvian,vanilla,2
Egyptian,vanilla,4
Argentine,vanilla,2
Chilean,vanilla,
Malaysian,vanilla,1
Nepalese,vanilla,
Vietnamese,vanilla,1
Palestinian,vanilla,3
Norwegian,vanilla,14
Austrian,vanilla,8
Libyan,vanilla,
Angolan,vanilla,
Korean,vanilla,
Cambodian,vanilla,1
Mongolian,vanilla,
Northamerican,worcestershire sauce,2314
Mexican,worcestershire sauce,111
American,worcestershire sauce,1762
Canadian,worcestershire sauce,216
Hawaiian,worcestershire sauce,14
South Eestern United States,worcestershire sauce,160
Asian,worcestershire sauce,160
Indian,worcestershire sauce,11
German,worcestershire sauce,21
European,worcestershire sauce,447
Italian,worcestershire sauce,75
Southern United States,worcestershire sauce,613
Indonesian,worcestershire sauce,1
Pacific North West,worcestershire sauce,40
Polish,worcestershire sauce,13
Chinese,worcestershire sauce,30
British Columbian,worcestershire sauce,31
Danish,worcestershire sauce,4
Scandinavian,worcestershire sauce,25
Swiss,worcestershire sauce,8
Swedish,worcestershire sauce,14
French,worcestershire sauce,40
African,worcestershire sauce,32
Australian,worcestershire sauce,84
English,worcestershire sauce,81
Quebec,worcestershire sauce,9
Middle Eastern,worcestershire sauce,6
Lebanese,worcestershire sauce,1
Greek,worcestershire sauce,10
South American,worcestershire sauce,21
Russian,worcestershire sauce,13
Japanese,worcestershire sauce,23
Puertorican,worcestershire sauce,
Spanish,worcestershire sauce,6
Irish,worcestershire sauce,31
Thai,worcestershire sauce,8
Polynesian,worcestershire sauce,3
Iraqi,worcestershire sauce,
Pakistani,worcestershire sauce,
Scottish,worcestershire sauce,29
South African,worcestershire sauce,18
Colombian,worcestershire sauce,1
Welsh,worcestershire sauce,19
Czech,worcestershire sauce,1
Filipino,worcestershire sauce,1
Cuban,worcestershire sauce,4
Belgian,worcestershire sauce,1
Costarican,worcestershire sauce,2
Guatemalan,worcestershire sauce,
Finnish,worcestershire sauce,1
Moroccan,worcestershire sauce,2
Iranian Persian,worcestershire sauce,
Turkish,worcestershire sauce,
Portuguese,worcestershire sauce,2
Hungarian,worcestershire sauce,16
Georgian,worcestershire sauce,
Brazilian,worcestershire sauce,1
Nigerian,worcestershire sauce,
Ethiopian,worcestershire sauce,
Ecuadorean,worcestershire sauce,
Peruvian,worcestershire sauce,1
Egyptian,worcestershire sauce,4
Argentine,worcestershire sauce,1
Chilean,worcestershire sauce,1
Malaysian,worcestershire sauce,
Nepalese,worcestershire sauce,
Vietnamese,worcestershire sauce,
Palestinian,worcestershire sauce,
Norwegian,worcestershire sauce,
Austrian,worcestershire sauce,2
Libyan,worcestershire sauce,
Angolan,worcestershire sauce,
Korean,worcestershire sauce,2
Cambodian,worcestershire sauce,
Mongolian,worcestershire sauce,
Northamerican,mayonnaise,2275
Mexican,mayonnaise,207
American,mayonnaise,1669
Canadian,mayonnaise,127
Hawaiian,mayonnaise,23
South Eestern United States,mayonnaise,158
Asian,mayonnaise,245
Indian,mayonnaise,23
German,mayonnaise,39
European,mayonnaise,482
Italian,mayonnaise,86
Southern United States,mayonnaise,428
Indonesian,mayonnaise,
Pacific North West,mayonnaise,43
Polish,mayonnaise,12
Chinese,mayonnaise,21
British Columbian,mayonnaise,14
Danish,mayonnaise,5
Scandinavian,mayonnaise,44
Swiss,mayonnaise,9
Swedish,mayonnaise,8
French,mayonnaise,29
African,mayonnaise,26
Australian,mayonnaise,75
English,mayonnaise,54
Quebec,mayonnaise,
Middle Eastern,mayonnaise,20
Lebanese,mayonnaise,3
Greek,mayonnaise,41
South American,mayonnaise,38
Russian,mayonnaise,32
Japanese,mayonnaise,56
Puertorican,mayonnaise,4
Spanish,mayonnaise,33
Irish,mayonnaise,12
Thai,mayonnaise,12
Polynesian,mayonnaise,9
Iraqi,mayonnaise,
Pakistani,mayonnaise,
Scottish,mayonnaise,10
South African,mayonnaise,6
Colombian,mayonnaise,2
Welsh,mayonnaise,4
Czech,mayonnaise,1
Filipino,mayonnaise,1
Cuban,mayonnaise,6
Belgian,mayonnaise,1
Costarican,mayonnaise,3
Guatemalan,mayonnaise,
Finnish,mayonnaise,4
Moroccan,mayonnaise,11
Iranian Persian,mayonnaise,3
Turkish,mayonnaise,4
Portuguese,mayonnaise,4
Hungarian,mayonnaise,
Georgian,mayonnaise,1
Brazilian,mayonnaise,4
Nigerian,mayonnaise,1
Ethiopian,mayonnaise,
Ecuadorean,mayonnaise,3
Peruvian,mayonnaise,5
Egyptian,mayonnaise,
Argentine,mayonnaise,4
Chilean,mayonnaise,1
Malaysian,mayonnaise,
Nepalese,mayonnaise,
Vietnamese,mayonnaise,11
Palestinian,mayonnaise,1
Norwegian,mayonnaise,9
Austrian,mayonnaise,1
Libyan,mayonnaise,
Angolan,mayonnaise,1
Korean,mayonnaise,3
Cambodian,mayonnaise,
Mongolian,mayonnaise,
Northamerican,potatoes,1414
Mexican,potatoes,92
American,potatoes,949
Canadian,potatoes,195
Hawaiian,potatoes,1
South Eestern United States,potatoes,60
Asian,potatoes,370
Indian,potatoes,197
German,potatoes,129
European,potatoes,1183
Italian,potatoes,90
Southern United States,potatoes,174
Indonesian,potatoes,10
Pacific North West,potatoes,35
Polish,potatoes,45
Chinese,potatoes,14
British Columbian,potatoes,16
Danish,potatoes,9
Scandinavian,potatoes,86
Swiss,potatoes,35
Swedish,potatoes,30
French,potatoes,81
African,potatoes,111
Australian,potatoes,145
English,potatoes,117
Quebec,potatoes,11
Middle Eastern,potatoes,68
Lebanese,potatoes,14
Greek,potatoes,83
South American,potatoes,56
Russian,potatoes,50
Japanese,potatoes,11
Puertorican,potatoes,2
Spanish,potatoes,60
Irish,potatoes,84
Thai,potatoes,24
Polynesian,potatoes,3
Iraqi,potatoes,8
Pakistani,potatoes,11
Scottish,potatoes,38
South African,potatoes,16
Colombian,potatoes,8
Welsh,potatoes,15
Czech,potatoes,12
Filipino,potatoes,14
Cuban,potatoes,5
Belgian,potatoes,12
Costarican,potatoes,1
Guatemalan,potatoes,1
Finnish,potatoes,16
Moroccan,potatoes,29
Iranian Persian,potatoes,11
Turkish,potatoes,10
Portuguese,potatoes,40
Hungarian,potatoes,35
Georgian,potatoes,
Brazilian,potatoes,2
Nigerian,potatoes,
Ethiopian,potatoes,7
Ecuadorean,potatoes,5
Peruvian,potatoes,18
Egyptian,potatoes,3
Argentine,potatoes,7
Chilean,potatoes,6
Malaysian,potatoes,8
Nepalese,potatoes,3
Vietnamese,potatoes,3
Palestinian,potatoes,2
Norwegian,potatoes,15
Austrian,potatoes,6
Libyan,potatoes,
Angolan,potatoes,
Korean,potatoes,6
Cambodian,potatoes,1
Mongolian,potatoes,
Northamerican,carrot,2572
Mexican,carrot,188
American,carrot,1623
Canadian,carrot,334
Hawaiian,carrot,17
South Eestern United States,carrot,118
Asian,carrot,1625
Indian,carrot,197
German,carrot,98
European,carrot,1737
Italian,carrot,475
Southern United States,carrot,270
Indonesian,carrot,21
Pacific North West,carrot,65
Polish,carrot,45
Chinese,carrot,256
British Columbian,carrot,40
Danish,carrot,6
Scandinavian,carrot,59
Swiss,carrot,16
Swedish,carrot,8
French,carrot,169
African,carrot,297
Australian,carrot,176
English,carrot,160
Quebec,carrot,12
Middle Eastern,carrot,117
Lebanese,carrot,15
Greek,carrot,95
South American,carrot,78
Russian,carrot,57
Japanese,carrot,124
Puertorican,carrot,4
Spanish,carrot,43
Irish,carrot,98
Thai,carrot,145
Polynesian,carrot,8
Iraqi,carrot,5
Pakistani,carrot,5
Scottish,carrot,52
South African,carrot,20
Colombian,carrot,5
Welsh,carrot,16
Czech,carrot,6
Filipino,carrot,40
Cuban,carrot,8
Belgian,carrot,18
Costarican,carrot,1
Guatemalan,carrot,5
Finnish,carrot,16
Moroccan,carrot,133
Iranian Persian,carrot,15
Turkish,carrot,19
Portuguese,carrot,17
Hungarian,carrot,23
Georgian,carrot,1
Brazilian,carrot,14
Nigerian,carrot,5
Ethiopian,carrot,12
Ecuadorean,carrot,3
Peruvian,carrot,6
Egyptian,carrot,9
Argentine,carrot,13
Chilean,carrot,9
Malaysian,carrot,9
Nepalese,carrot,5
Vietnamese,carrot,79
Palestinian,carrot,1
Norwegian,carrot,8
Austrian,carrot,10
Libyan,carrot,3
Angolan,carrot,2
Korean,carrot,46
Cambodian,carrot,2
Mongolian,carrot,5
Northamerican,bacon,1836
Mexican,bacon,142
American,bacon,1312
Canadian,bacon,151
Hawaiian,bacon,8
South Eestern United States,bacon,122
Asian,bacon,53
Indian,bacon,
German,bacon,162
European,bacon,788
Italian,bacon,155
Southern United States,bacon,377
Indonesian,bacon,
Pacific North West,bacon,46
Polish,bacon,26
Chinese,bacon,11
British Columbian,bacon,19
Danish,bacon,8
Scandinavian,bacon,32
Swiss,bacon,32
Swedish,bacon,8
French,bacon,105
African,bacon,8
Australian,bacon,120
English,bacon,46
Quebec,bacon,7
Middle Eastern,bacon,3
Lebanese,bacon,
Greek,bacon,8
South American,bacon,28
Russian,bacon,10
Japanese,bacon,6
Puertorican,bacon,1
Spanish,bacon,23
Irish,bacon,32
Thai,bacon,2
Polynesian,bacon,3
Iraqi,bacon,
Pakistani,bacon,
Scottish,bacon,14
South African,bacon,5
Colombian,bacon,2
Welsh,bacon,9
Czech,bacon,5
Filipino,bacon,3
Cuban,bacon,9
Belgian,bacon,4
Costarican,bacon,1
Guatemalan,bacon,
Finnish,bacon,3
Moroccan,bacon,
Iranian Persian,bacon,
Turkish,bacon,2
Portuguese,bacon,8
Hungarian,bacon,17
Georgian,bacon,
Brazilian,bacon,5
Nigerian,bacon,
Ethiopian,bacon,
Ecuadorean,bacon,
Peruvian,bacon,
Egyptian,bacon,
Argentine,bacon,2
Chilean,bacon,2
Malaysian,bacon,
Nepalese,bacon,
Vietnamese,bacon,
Palestinian,bacon,
Norwegian,bacon,5
Austrian,bacon,3
Libyan,bacon,
Angolan,bacon,
Korean,bacon,4
Cambodian,bacon,
Mongolian,bacon,
Northamerican,cream cheese,2106
Mexican,cream cheese,239
American,cream cheese,1497
Canadian,cream cheese,133
Hawaiian,cream cheese,19
South Eestern United States,cream cheese,128
Asian,cream cheese,78
Indian,cream cheese,9
German,cream cheese,26
European,cream cheese,529
Italian,cream cheese,137
Southern United States,cream cheese,290
Indonesian,cream cheese,1
Pacific North West,cream cheese,42
Polish,cream cheese,18
Chinese,cream cheese,13
British Columbian,cream cheese,23
Danish,cream cheese,6
Scandinavian,cream cheese,33
Swiss,cream cheese,6
Swedish,cream cheese,5
French,cream cheese,54
African,cream cheese,12
Australian,cream cheese,57
English,cream cheese,41
Quebec,cream cheese,5
Middle Eastern,cream cheese,13
Lebanese,cream cheese,1
Greek,cream cheese,37
South American,cream cheese,23
Russian,cream cheese,14
Japanese,cream cheese,9
Puertorican,cream cheese,1
Spanish,cream cheese,7
Irish,cream cheese,21
Thai,cream cheese,2
Polynesian,cream cheese,1
Iraqi,cream cheese,1
Pakistani,cream cheese,
Scottish,cream cheese,11
South African,cream cheese,6
Colombian,cream cheese,
Welsh,cream cheese,3
Czech,cream cheese,9
Filipino,cream cheese,3
Cuban,cream cheese,5
Belgian,cream cheese,2
Costarican,cream cheese,1
Guatemalan,cream cheese,2
Finnish,cream cheese,3
Moroccan,cream cheese,1
Iranian Persian,cream cheese,
Turkish,cream cheese,1
Portuguese,cream cheese,2
Hungarian,cream cheese,7
Georgian,cream cheese,
Brazilian,cream cheese,3
Nigerian,cream cheese,
Ethiopian,cream cheese,
Ecuadorean,cream cheese,1
Peruvian,cream cheese,1
Egyptian,cream cheese,
Argentine,cream cheese,
Chilean,cream cheese,1
Malaysian,cream cheese,
Nepalese,cream cheese,
Vietnamese,cream cheese,
Palestinian,cream cheese,1
Norwegian,cream cheese,5
Austrian,cream cheese,5
Libyan,cream cheese,
Angolan,cream cheese,
Korean,cream cheese,
Cambodian,cream cheese,
Mongolian,cream cheese,
Northamerican,ground beef,1692
Mexican,ground beef,433
American,ground beef,1087
Canadian,ground beef,102
Hawaiian,ground beef,7
South Eestern United States,ground beef,256
Asian,ground beef,169
Indian,ground beef,14
German,ground beef,27
European,ground beef,656
Italian,ground beef,333
Southern United States,ground beef,171
Indonesian,ground beef,3
Pacific North West,ground beef,14
Polish,ground beef,19
Chinese,ground beef,15
British Columbian,ground beef,6
Danish,ground beef,3
Scandinavian,ground beef,39
Swiss,ground beef,2
Swedish,ground beef,25
French,ground beef,4
African,ground beef,58
Australian,ground beef,30
English,ground beef,15
Quebec,ground beef,17
Middle Eastern,ground beef,68
Lebanese,ground beef,14
Greek,ground beef,74
South American,ground beef,39
Russian,ground beef,14
Japanese,ground beef,12
Puertorican,ground beef,2
Spanish,ground beef,14
Irish,ground beef,9
Thai,ground beef,11
Polynesian,ground beef,1
Iraqi,ground beef,9
Pakistani,ground beef,5
Scottish,ground beef,9
South African,ground beef,10
Colombian,ground beef,4
Welsh,ground beef,2
Czech,ground beef,3
Filipino,ground beef,3
Cuban,ground beef,12
Belgian,ground beef,2
Costarican,ground beef,
Guatemalan,ground beef,
Finnish,ground beef,3
Moroccan,ground beef,15
Iranian Persian,ground beef,10
Turkish,ground beef,10
Portuguese,ground beef,5
Hungarian,ground beef,9
Georgian,ground beef,1
Brazilian,ground beef,4
Nigerian,ground beef,
Ethiopian,ground beef,1
Ecuadorean,ground beef,
Peruvian,ground beef,5
Egyptian,ground beef,10
Argentine,ground beef,5
Chilean,ground beef,5
Malaysian,ground beef,2
Nepalese,ground beef,
Vietnamese,ground beef,1
Palestinian,ground beef,5
Norwegian,ground beef,6
Austrian,ground beef,
Libyan,ground beef,
Angolan,ground beef,
Korean,ground beef,11
Cambodian,ground beef,1
Mongolian,ground beef,1
Northamerican,fresh cilantro,1472
Mexican,fresh cilantro,892
American,fresh cilantro,621
Canadian,fresh cilantro,25
Hawaiian,fresh cilantro,9
South Eestern United States,fresh cilantro,388
Asian,fresh cilantro,717
Indian,fresh cilantro,199
German,fresh cilantro,
European,fresh cilantro,116
Italian,fresh cilantro,22
Southern United States,fresh cilantro,40
Indonesian,fresh cilantro,7
Pacific North West,fresh cilantro,11
Polish,fresh cilantro,
Chinese,fresh cilantro,47
British Columbian,fresh cilantro,6
Danish,fresh cilantro,
Scandinavian,fresh cilantro,1
Swiss,fresh cilantro,
Swedish,fresh cilantro,
French,fresh cilantro,9
African,fresh cilantro,179
Australian,fresh cilantro,12
English,fresh cilantro,1
Quebec,fresh cilantro,
Middle Eastern,fresh cilantro,70
Lebanese,fresh cilantro,9
Greek,fresh cilantro,14
South American,fresh cilantro,141
Russian,fresh cilantro,5
Japanese,fresh cilantro,13
Puertorican,fresh cilantro,10
Spanish,fresh cilantro,19
Irish,fresh cilantro,
Thai,fresh cilantro,190
Polynesian,fresh cilantro,10
Iraqi,fresh cilantro,3
Pakistani,fresh cilantro,7
Scottish,fresh cilantro,
South African,fresh cilantro,3
Colombian,fresh cilantro,15
Welsh,fresh cilantro,
Czech,fresh cilantro,
Filipino,fresh cilantro,1
Cuban,fresh cilantro,23
Belgian,fresh cilantro,
Costarican,fresh cilantro,10
Guatemalan,fresh cilantro,2
Finnish,fresh cilantro,
Moroccan,fresh cilantro,108
Iranian Persian,fresh cilantro,7
Turkish,fresh cilantro,1
Portuguese,fresh cilantro,6
Hungarian,fresh cilantro,
Georgian,fresh cilantro,1
Brazilian,fresh cilantro,21
Nigerian,fresh cilantro,
Ethiopian,fresh cilantro,1
Ecuadorean,fresh cilantro,3
Peruvian,fresh cilantro,22
Egyptian,fresh cilantro,8
Argentine,fresh cilantro,7
Chilean,fresh cilantro,13
Malaysian,fresh cilantro,4
Nepalese,fresh cilantro,11
Vietnamese,fresh cilantro,42
Palestinian,fresh cilantro,4
Norwegian,fresh cilantro,
Austrian,fresh cilantro,
Libyan,fresh cilantro,1
Angolan,fresh cilantro,
Korean,fresh cilantro,1
Cambodian,fresh cilantro,2
Mongolian,fresh cilantro,
Northamerican,vanilla extract,1935
Mexican,vanilla extract,82
American,vanilla extract,1326
Canadian,vanilla extract,137
Hawaiian,vanilla extract,15
South Eestern United States,vanilla extract,24
Asian,vanilla extract,85
Indian,vanilla extract,12
German,vanilla extract,63
European,vanilla extract,687
Italian,vanilla extract,129
Southern United States,vanilla extract,295
Indonesian,vanilla extract,1
Pacific North West,vanilla extract,22
Polish,vanilla extract,15
Chinese,vanilla extract,10
British Columbian,vanilla extract,10
Danish,vanilla extract,9
Scandinavian,vanilla extract,54
Swiss,vanilla extract,6
Swedish,vanilla extract,17
French,vanilla extract,80
African,vanilla extract,50
Australian,vanilla extract,44
English,vanilla extract,92
Quebec,vanilla extract,9
Middle Eastern,vanilla extract,32
Lebanese,vanilla extract,2
Greek,vanilla extract,35
South American,vanilla extract,33
Russian,vanilla extract,10
Japanese,vanilla extract,6
Puertorican,vanilla extract,6
Spanish,vanilla extract,11
Irish,vanilla extract,26
Thai,vanilla extract,6
Polynesian,vanilla extract,2
Iraqi,vanilla extract,1
Pakistani,vanilla extract,
Scottish,vanilla extract,44
South African,vanilla extract,24
Colombian,vanilla extract,4
Welsh,vanilla extract,8
Czech,vanilla extract,5
Filipino,vanilla extract,7
Cuban,vanilla extract,6
Belgian,vanilla extract,6
Costarican,vanilla extract,1
Guatemalan,vanilla extract,
Finnish,vanilla extract,5
Moroccan,vanilla extract,3
Iranian Persian,vanilla extract,7
Turkish,vanilla extract,7
Portuguese,vanilla extract,3
Hungarian,vanilla extract,4
Georgian,vanilla extract,
Brazilian,vanilla extract,5
Nigerian,vanilla extract,1
Ethiopian,vanilla extract,
Ecuadorean,vanilla extract,1
Peruvian,vanilla extract,4
Egyptian,vanilla extract,2
Argentine,vanilla extract,2
Chilean,vanilla extract,4
Malaysian,vanilla extract,
Nepalese,vanilla extract,
Vietnamese,vanilla extract,2
Palestinian,vanilla extract,
Norwegian,vanilla extract,9
Austrian,vanilla extract,13
Libyan,vanilla extract,
Angolan,vanilla extract,
Korean,vanilla extract,2
Cambodian,vanilla extract,1
Mongolian,vanilla extract,
Northamerican,green onions,1272
Mexican,green onions,271
American,green onions,751
Canadian,green onions,144
Hawaiian,green onions,30
South Eestern United States,green onions,151
Asian,green onions,1180
Indian,green onions,24
German,green onions,12
European,green onions,291
Italian,green onions,74
Southern United States,green onions,205
Indonesian,green onions,11
Pacific North West,green onions,26
Polish,green onions,7
Chinese,green onions,290
British Columbian,green onions,31
Danish,green onions,
Scandinavian,green onions,9
